ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
70711,patrons,,noun,mecénások,patron|protector|helper|patron|patron,pártfogó|pártoló|védnök
70712,patronymic,ˌpatrəˈnimik,noun,nemzetségnév,,
70713,patted,,verb,megveregette,pat|caress|pat,vereget|cirógat
70714,patten,ˈpatn,noun,alap,basis|fund|base|principle|substructure,
70715,patterer,,,Patterer,,
70716,"pattern of conduct",,,"magatartási minta",,
70717,patterned,,verb,mintás,pattern|mold|model|fashion|mould,mintáz
70718,patterner,,,patterner,,
70719,patterning,,verb,mintázás,pattern|mold|model|fashion|mould,mintáz
70720,"pattes de mouche",,,"légy lábak",,
70721,patulous,ˈpaCHələs,,patulous,,
70722,pauciloquy,,,pauciloquy,,
70723,"Paul Pry",,,"Paul Pry",,
70724,paunchiness,,,paunchiness,,
70725,pauper,ˈpôpər,adjective,koldus,poor|needy|indigent|impecunious|destitute,szegény|ínséges|nyomorgó
70726,pauperisation,,,elszegényedés,,
70727,pauperise,,,pauperise,,
70728,pauperised,,,pauperised,,
70729,pauperization,,noun,elszegényítés,,
70730,pauperize,,,elszegényít,,
70731,pausation,,,pausation,,
70732,paused,,verb,szüneteltetett,"pause|stop|halt|pause|come to a halt","szünetet tart|megáll"
70733,pausing,pôz,verb,szünetek,"pause|stop|halt|pause|come to a halt","szünetet tart|megáll"
70734,"pauvre diable",,,"szegény ördög",,
70735,pave,pāv,verb,egyengetni,"lay out|land|deplane|empty|put out","kikövez utat|burkol utat|kirak"
70736,"pave the way",,verb,"kikövezni az utat",,"kikövezi az utat"
70737,pavement,ˈpāvmənt,noun,járda,sidewalk|footway|envelope|jacket|coverage|paving|paving,burkolat|útburkolat|kövezet
70738,paver,ˈpāvər,noun,kövezőmunkás,,
70739,pavilions,pəˈvilyən,noun,pavilonok,pavilion|kiosk|pavilion,"pavilon|kerti ház"
70740,pavillion,,,pavilon,,
70741,paving,ˈpāviNG,noun,útburkolat,pavement|pavement,kövezet|kövezés
70742,pavonine,,,pávaszerű,,
70743,pavor,,,rettegés,,
70744,paw,pô,noun,mancs,foot|leg,"láb|kéz állati"
70745,"paw print",,,mancsnyomtatás,,
70746,pawky,ˈpôkē,adjective,fortélyos,crafty|dodgy|dodgy|wily|sly|cunning|sly|crafty|canny|cute,agyafúrt|ravasz
70747,pawl,pôl,noun,pecek,toggle|tooth|spline,
70748,pawling,pôl,verb,Pawling,pawl,"zárópecekkel biztosít"
70749,pawmark,,,pawmark,,
70750,pawnbroker,ˈpônˌbrōkər,noun,zálogkölcsönző,,
70751,pawned,,verb,elzálogosította,pawn|pledge|hypothecate|bond|mortgage|gage|pawn|impawn|gage,"elzálogosít|zálogba tesz"
70752,pawning,,verb,pawning,pawn|pledge|hypothecate|bond|mortgage|gage|pawn|impawn|gage,"elzálogosít|zálogba tesz"
70753,pax,"paks,päks",noun,pax,,csóktábla
70754,"pay a call",,verb,felhív,"call up",
70755,"pay a compliment",,,"fizessen egy bókot",,
70756,"pay a visit",,verb,meglátogat,"drop in on","meglátogat vkit"
70757,"pay a visit to",,,"látogasson el",,
70758,"pay addresses to",,,"fizessen címeket",,
70759,"pay attention",,verb,figyelj,watch|listen|mind|attend|heed,figyel|odafigyel|foglalkozik
70760,"pay attention to",,,figyelni,,
70761,"pay back",,verb,"fizessen vissza","reimburse|repay|pay up|retort|retaliate",megfizet|visszafizet
70762,"pay court",,,"fizetési bíróság",,
70763,"pay court to",,,"fizetési bíróság",,
70764,"pay damages",,,"kártérítést fizet",,
70765,"pay envelope",,,"fizessen borítékot",,
70766,"pay for",,,"fizetni valamiért",,
70767,"pay homage to",,,tiszteljen,,
70768,"pay in full",,,"teljes mértékben fizetni",,
70769,"pay no attention to",,,"ne fordítson figyelmet",,
70770,"pay no heed to",,,"ne figyeljen",,
70771,"pay no mind",,,"ne vigyázz",,
70772,"pay off",,verb,kifizetni,"pay out|disburse|pay|offset|equalize|balance|level","kifizet|kiegyenlít|megfizet vmiért"
70773,"pay one's way",,verb,"fizessétek meg",,"kifizetődik|fizeti a magáét"
70774,"pay out",,verb,"fizessen ki","pay off|disburse",kifizet
70775,"pay packet",,noun,"fizetési boríték",,
70776,"pay phone",,noun,"fizetős telefon",,
70777,"pay respects",,,"fizet tiszteletben",,
70778,"pay someone a visit",,,"fizessen valakinek látogatást",,
70779,"pay the shot",,,"fizesse a lövést",,
70780,"pay tribute",,verb,"tisztelettel adózik",,"sarcot fizet"
70781,"pay tribute to",,,tiszteljen,,
70782,"pay up",,verb,"fizess, fizetnék, fizessünk","pay back|reimburse|repay|retort|retaliate",visszafizet
70783,"payable to",,,fizetendő,,
70784,payables,,,kötelezettségek,,
70785,payably,,,payably,,
70786,payee,pāˈē,noun,kedvezményezett,beneficiary|abandonee,"rendelvényes váltóé|bemutató csekké"
70787,payer,,noun,fizető,,"aki fizet"
70788,"paying attention",,,figyel,,
70789,"paying guest",,,"fizető vendég",,
70790,"paying well",,,"jól fizet",,
70791,payloads,,noun,rakományt,"payload|payload|squib|filler|bursting charge|destructive charge|payload|warhead|payload","hasznos teher|hasznos terhelés|robbanótöltet|bombateher"
70792,paymaster,ˈpāˌmastər,noun,számvivő,,fizetőtiszt
70793,payments,,noun,kifizetések,"payment|salary|pay|wage|earnings|military pay|payment|disbursement|payment|pay",fizetés|kifizetés|fizetség
70794,paynim,ˈpānim,,paynim,,
70795,pay-off,,noun,kifizetni,"repayment|amortization|redemption|reckoning|off reckoning|reckoning",törlesztés|megtérülés|elszámolás|leszámolás
70796,payola,pāˈōlə,noun,megvesztegetés,greasing,
70797,payout,ˈpāˌout,,kifizetési,,
70798,payouts,ˈpāˌout,,kifizetések,,
70799,payroll,ˈpāˌrōl,,bérszámfejtés,,
70800,"payroll check",,,"bérszámfejtés ellenőrzése",,
70801,pays,pā,noun,fizet,"payment|salary|pay|wage|earnings|military pay|payment|pay|salary|pay|stipend|allowance|pay|military pay|service pay|allowance|pay",fizetés|fizetség|illetmény|zsold|járandóság
70802,PC,,,PC,,
70803,Pd,,,Pd,,
70804,pea,pē,noun,borsó,pease,
70805,"pea brain",,,"borsó agy",,
70806,"pea soup",,noun,borsóleves,,
70807,peabrain,,,peabrain,,
70808,"peace activist",,,"béke aktivista",,
70809,"peace and quiet",,,"béke és csend",,
70810,"peace lover",,noun,"béke szerető",peace-lover,békeszerető
70811,"peace monger",ˈpēsˌməNGgər,,békeszerző,,
70812,"peace negotiation",,,"béke tárgyalások",,
70813,"peace of mind",,,"szellemi béke",,
70814,"peace offering",,noun,"béke felajánlás",lustration|sin-offering|peace-offering|peace-offering,"engesztelő áldozat|engesztelő ajándék"
70815,"peace officer",,,"béke tiszt",,
70816,"peace out",,,kibékül,,
70817,"peace treaty",,noun,békeszerződés,,
70818,peaceableness,,,peaceableness,,
70819,peaceably,,,békésen,,
70820,peacefully,ˈpēsfəlē,,békésen,,
70821,peacekeeper,,,békefenntartó,,
70822,peace-lover,,noun,békeszerető,,
70823,peace-loving,,adjective,békeszerető,peaceable,
70824,peacemonger,ˈpēsˌməNGgər,,peacemonger,,
70825,peacemongering,,,peacemongering,,
70826,peacetime,ˈpēsˌtīm,adjective,békebeli,,békeidőbeni
70827,peace-worker,,,"Hálaadó munkás",,
70828,peacher,Pyāker,,csomagoló,,
70829,peacock,ˈpēˌkäk,noun,páva,peafowl,pávakakas
70830,peacocky,,,peacocky,,
70831,peag,,,peag,,
70832,"peak of perfection",,,"a tökéletesség csúcsa",,
70833,peaker,,,peaker,,
70834,peakiness,,,peakiness,,
70835,peaking,pēk,verb,tetőzik,"lift up|raise|exalt|elevate|uplift|peak",felemel
70836,peakish,,,peakish,,
70837,peaks,,noun,csúcsok,peak|top|apex|summit|vertex|tip|pinnacle|peak|peak|height|climax|zenith|vertex|paroxysm,csúcs|orom|tetőpont
70838,"peal of laughter",,,nevetve,,
70839,pealing,,verb,pealing,peal,"teljes erővel kongat"
70840,pean,ˈpēən,,pai,,
70841,"peanut gallery",,,"földimogyoró galéria",,
70842,"peanut vine",,,"földimogyoró jön",,
70843,pear,pe(ə)r,noun,körte,,
70844,"pear shaped",,adjective,"körte alakú",pear-shaped,
70845,"Pearl Buck",,,"Pearl Buck",,
70846,pearl-gray,,,gyöngyszürke,,
70847,pearliness,,,pearliness,,
70848,pearlised,ˈpərlīzd,,pearlised,,
70849,pearlized,ˈpərlīzd,,pearlized,,
70850,pearl-like,,,gyöngy-szerű,,
70851,pearls,,noun,gyöngy,pearl|pearl,gyöngyszem|igazgyöngy
70852,pearly,ˈpərlē,adjective,gyöngyös,,"gyöngyszerű|gyöngyházból való"
70853,"pearly gates",,,"a mennyország kapuja",,
70854,pear-shaped,,adjective,"körte alakú",,
70855,peart,pərt,adjective,eleven,living|lively|vivid|alive|animated,
70856,peasant,ˈpezənt,adjective,paraszt,,
70857,"peasant holder",,,parasztbirtokos,,
70858,"peasant population",,,parasztpopuláció,,
70859,peasant-like,,,paraszt-szerű,,
70860,peasantry,,noun,parasztság,,
70861,peasants,,noun,parasztok,peasant|boor|cottager|yokel|churl|hob|farmer|peasant|tiller|ploughman|laborer|peasant|labourer|farmer,paraszt|földműves|földmunkás
70862,peashooter,ˈpēˌSHo͞otər,noun,peashooter,pea-shooter,"kis fúvócső"
70863,peat,pēt,noun,tőzeg,turf,
70864,"peat bog",,,tőzegkönyv,,
70865,peaty,,adjective,tőzeges,,
70866,peavey,ˈpēvē,,PEAVEY,,
70867,peavy,,,Peavy,,
70868,pebble,ˈpebəl,noun,kavics,gravel|ballast|scree|rock-crystal|rhinestone,hegyikristály
70869,pebbled,,verb,kavicsos,pebble,"kövekkel hajigál"
70870,pebbler,,,pebbler,,
70871,pebbles,,noun,kavics,gravel|ballast|pebble|scree|rock-crystal|rhinestone|pebble,hegyikristály
70872,pecans,,noun,pekándió,pecan|pecan,"pekandió|amerikai hikkorimogyoró"
70873,peccability,,,esendőség,,
70874,peccable,,,esendő,,
70875,peccadillo,ˌpekəˈdilō,noun,gyarlóság,fallibility|weakness|foible,"kis hiba"
70876,peccancy,,,esendőség,,
70877,peccant,,,téved,,
70878,peccantly,,,Peccantly,,
70879,"peck at",,,"peck itt",,
70880,"peck away",,,"húzza el",,
70881,pecker,ˈpekər,noun,harkály,woodpecker|beak|neb,csőr
70882,peckers,ˈpekər,noun,peckers,woodpecker|pecker|beak|pecker|neb,harkály|csőr
70883,pecking,,verb,csipegető,tweak|peck|sting|peck,"megcsíp|csipked csőrrel"
70884,"pecking order",,noun,hierarchia,hierarchy,csoportrangsor
70885,peckish,ˈpekiSH,adjective,éhes,hungry|starveling|nippy,kukacoskodó|csipkelődő
70886,Pecksniff,,,Pecksniff,,
70887,pectinated,,,pectinated,,
70888,"pectoral cross",,,"pectoralis kereszt",,
70889,peculate,,,sikkaszt,,
70890,peculation,,noun,sikkasztás,embezzlement|defalcation|misappropriation|embezzlement|fraudulence|misuse|fraudulency,"hűtlen kezelés"
70891,"peculiar old fellow",,,"sajátos öregember",,
70892,"peculiar person",,,"sajátos személy",,
70893,"peculiar to",,,sajátos,,
70894,peculiarities,,noun,sajátosságok,specificity|particularity|peculiarity|nature|specialty|speciality|peculiarity|oddity|caviar|speciality,sajátosság|különlegesség
70895,peculiarize,,,peculiarize,,
70896,peculiarly,pəˈkyo͞olyərlē,adverb,különösen,"in particular|particularly|specially|uncommonly",
70897,"pecuniary resource",,,"anyagi erőforrás",,
70898,pedagese,,,pedagese,,
70899,pedagog,,,pedagógus,,
70900,pedagogic,ˌpedəˈgäjik,adjective,pedagógiai,pedagogical|pedagogical,nevelői
70901,pedagogical,,adjective,pedagógiai,pedagogic|pedagogic,nevelői
70902,pedagogics,,noun,pedagógia,pedagogy,
70903,pedagogist,,,pedagógus,,
70904,pedagogues,ˈpedəˌgäg,noun,pedagógusok,educator|pedagogue|schoolmaster,pedagógus
70905,pedagogy,"-ˌgägē,ˈpedəˌgäjē",noun,pedagógia,pedagogics,neveléstudomány
70906,pedal,"ˈpedl,ˈpēdl",noun,pedál,treadle|treadle,taposó
70907,pedant,ˈpednt,noun,fontoskodó,busybody,"tudálékos ember"
70908,pedantic,pəˈdantik,adjective,tudálékos,sapient|diehard,vaskalapos
70909,pedantical,,,pedantical,,
70910,pedantry,ˈpedntrē,noun,tudálékosság,fuss|bustling|fussiness|pragmatism|self-importance,vaskalaposság|fontoskodás
70911,peddling,,adjective,házaló,peripatetic,
70912,pederast,,,gyep,,
70913,pederasty,ˈpedəˌrastē,,homoszexualitás,,
70914,pedestal,ˈpedəstl,noun,talapzat,plinth|fundament,alapzat
70915,"pedestal part",,,talapzat,,
70916,"pedestrian walkway",,,"gyalogos sétány",,
70917,pedestrians,,noun,gyalogosok,"pedestrian|infantryman|foot soldier|foot passenger|ground trooper|pedestrian|pathway|sidewalk",gyalogos|gyalogjáró
70918,pedicab,ˈpedikab,,pedicab,,
70919,pedicel,ˈpediˌsel,noun,kocsány,pedicle|footstalk,
70920,pedicurist,,,pedikűrös,,
70921,"pedigree chart",,,"származási diagram",,
70922,pedigrees,ˈpedəˌgrē,noun,családfák,"family tree|lineage|genealogical tree|pedigree|origin|origins|provenance|pedigree|descent|ancestry",családfa|származás
70923,pediment,ˈpedəmənt,noun,oromzat,fronton,
70924,pedometer,pəˈdämitər,noun,"lépésszámláló készülék",,
70925,pedophile,ˈpedəˌfīl,,pedofil,,
70926,pedophiliac,,,pedophiliac,,
70927,peduncle,"pəˈdəNGkəl,ˈpēˌdəNGkəl",noun,gyümölcsszár,,
70928,pee,pē,verb,pisil,"piddle|make water|twinkle",kacsint
70929,peekaboo,ˈpēkəˌbo͞o,interjection,Kukucs,Peek-A-Boo!,Kukucs!
70930,peek-a-boo,,interjection,Kukucs,Peek-A-Boo!,Kukucs!
70931,peeked,pēk,verb,lestem,peek|pry|peep|peek|keek,kandikál|kukucskál
70932,peeking,,verb,less,peek|pry|peep|peek|keek,kandikál|kukucskál
70933,"peel off",,verb,meghámoz,"flake off",lehámlik
70934,"peel rubber",,,"hámlasztó gumi",,
70935,"peel tower",,,hámtorony,,
70936,"peeled eye",,,"hámozott szem",,
70937,peeler,ˈpēlər,noun,hámozókés,,
70938,peelhouse,,,peelhouse,,
70939,peeling,,noun,hámlás,,bőrradír
70940,"peep at",,,"nézd meg",,
70941,"peep of day",,,"peep a nap",,
70942,"peep show",,noun,"kukucskáló panoráma",,
70943,pee-pee,,,pisi-pisi,,
70944,peeper,ˈpēpər,adjective,leskelődő,,
70945,peepers,,noun,peepers,birdie|peeper|eye|ocular|mesh|optic|peeper,kismadár|szem
70946,peephole,ˈpēpˌhōl,noun,"kémlelő ablak",,"kukucskáló nyílás"
70947,peeping,,verb,kukkolás,peep|peek|keek|tweet|chirp|pip|cheep|peep,kukucskál|csipog
70948,peepshow,,noun,Peepshow,"peep show","kukucskáló panoráma"
70949,"peer at",,,"peer at",,
70950,"peer review",,,"szakértői értékelés",,
70951,peerage,ˈpi(ə)rij,noun,főnemesség,baronage,
70952,peered,pi(ə)r,verb,kukucskált,peer,"méltó párja vminek"
70953,peering,,verb,hajol,peer,"méltó párja vminek"
70954,"peers of the realm",,,"a birodalom társainak",,
70955,peesash,peesas,,húgy,,
70956,peever,,,peever,,
70957,peevishly,,,ingerülten,,
70958,peewit,,noun,bíbic,lapwing|pewit,
70959,"peg away",,verb,"kitartóan dolgozik",,gürizik
70960,"peg away oralong",,,"a szájban fekszik",,
70961,"peg down",,,rögzítse,,
70962,"peg out",,verb,kicövekel,"snuff it|do in","beadja a kulcsot"
70963,pegged,,adjective,rögzített,fixed|immobile,
70964,pegleg,,noun,Pegleg,"peg leg|peg leg","faláb|falábú ember"
70965,pegtop,ˈpegˌtäp,noun,pegtop,"humming top|top|whirligig|peg-top",búgócsiga
70966,peg-top,,noun,búgócsiga,"humming top|top|whirligig",
70967,peignoir,,,köntös,,
70968,pejoratively,,,pejoratively,,
70969,pekan,,,hét,,
70970,pekinese,,adjective,pekingi,Pekingese|Pekinese,
70971,pelagian,,adjective,"nyílt vízi",,
70972,pelerine,,,köpeny,,
70973,pelham,ˈpeləm,,Pelham,,
70974,pelican,ˈpelikən,noun,pelikán,,
70975,pelisse,pəˈlēs,noun,bunda,,
70976,pellicle,ˈpelikəl,,lepedék,,
70977,pellucidity,,,pellucidity,,
70978,pellucidly,,,áttetszően,,
70979,pellucidness,,,pellucidness,,
70980,Peloponnesian,,,peloponnészoszi,,
70981,"pelt along",,,dörzsölje,,
70982,pelted,,verb,pelted,pelt|pour|cascade|shower|bucket|pelt,"zuhog|megnyúz állatot"
70983,pelter,,,Pelter,,
70984,pelting,,adjective,zuhogó,torrential,
70985,peltry,ˈpeltrē,noun,irhák,,
70986,pelvic,ˈpelvik,adjective,medence-,,
70987,"pelvic girdle",,,"kismedencei öv",,
70988,pelvis,ˈpelvis,noun,kismedence,,"medence altestben"
70989,"pen in",,,tollat,,
70990,"pen name",,noun,álnév,"incognito|pseudonym|alias|nom de plume|nom de plume",művésznév
70991,"pen nib",,,tollhegy,,
70992,"pen pal",,noun,levelezőtárs,"pen friend|pen friend",levelezőpartner
70993,"penal colony",,,büntetőtelep,,
70994,"penal institution",,,büntetőintézet,,
70995,"penal servitude",,,büntetőszolgálat,,
70996,"penal settlement",,,büntetőeljárás,,
70997,penalisation,,,büntetés,,
70998,penalise,,,szankcionálja,,
70999,penalising,,,büntetése,,
71000,penalization,,,büntetés,,
71001,penalizer,,,penalizer,,
71002,penalizes,"ˈpenəlˌīz,ˈpē-",verb,büntet,chastise|penalize|penalize,"megbüntet|büntetendőnek nyilvánít"
71003,penalties,,noun,szankciókat,penalty|punishment|fine|retribution|chastisement|castigation|fine|penalty|forfeit|penalty,büntetés|bírság|büntető
71004,penance,ˈpenəns,noun,bűnbánat,repentance|contrition|penitence|repentance|regret,megbánás|töredelem
71005,penates,"-ˈnä-,pəˈnātēz",noun,"római házi istenek",Penates,
71006,pence,,noun,pennik,,
71007,pencil,ˈpensəl,noun,ceruza,,irón
71008,"pencil case",,noun,tolltartó,"pen box",
71009,"pencil driver",,,"ceruza meghajtó",,
71010,"pencil pusher",,,"ceruza toló",,
71011,penciled,,adjective,"ceruzával írt",pencilled,
71012,pencil-pusher,,,ceruza-toló,,
71013,pencraft,,noun,szépírás,penmanship,
71014,pend,,,Függ,,
71015,pendency,,,léte,,
71016,pendragon,,,Pendragon,,
71017,pendulant,,,pendulant,,
71018,pendular,,,lengő,,
71019,pendulation,,,pendulation,,
71020,penduline,,,függőcinege,,
71021,pendulum,"ˈpendyə-,ˈpenjələm",noun,inga,,
71022,penetrability,,noun,érzékenység,permeability|sensitivity|tenderness|sensibility|soreness|receptivity,áthatolhatóság
71023,penetralia,,,áthatolható,,
71024,penetrated,,verb,behatolt,"penetrate|move in|intrude|penetrate|permeate|come through|plough through|break through|mash|shoot through|penetrate|breach|pierce|penetrate|transpierce|transfix|penetrate|pervade|punch|penetrate|pierce",behatol|áthatol|áttör|átszúr|átjár|átüt
71025,penetrates,ˈpeniˌtrāt,verb,behatol,"penetrate|move in|intrude|penetrate|permeate|come through|plough through|break through|mash|shoot through|penetrate|breach|pierce|penetrate|transpierce|transfix|penetrate|pervade|punch|penetrate|pierce",áthatol|áttör|átszúr|átjár|átüt
71026,penetratingly,,,metszően,,
71027,penetration,ˌpeniˈtrāSHən,noun,behatolás,intrusion|entry|invasion|foray|intruding|permeation|break-through|uptake|perception|sense|comprehension|apprehension,áthatolás|áttörés|beékelődés|felfogás|átszakítás
71028,"penetration bomb",,,"behatolási bomba",,
71029,penetrative,ˈpeniˌtrātiv,adjective,átható,penetrating|pervasive,
71030,penetrator,ˈpeniˌtrātər,,Penetrator,,
71031,penguins,,noun,pingvinek,penguin,pingvin
71032,peninsular,,adjective,félszigeti,,
71033,peninsulas,,noun,félszigetek,peninsula|isle,félsziget
71034,penis,ˈpēnis,noun,hímvessző,phallus,
71035,"penis envy",,,"pénisz irigység",,
71036,penitency,,,penitency,,
71037,penitential,ˌpenəˈtenCHəl,adjective,bűnbánati,,
71038,penitentially,,,börtön,,
71039,penitently,,,bűnbánóan,,
71040,penknife,ˈpenˌnīf,noun,zsebkés,"pocket knife|pen knife|clasp knife|pocket knife|pen knife|pen knife",bicska|tollkés
71041,penmen,"Pēn mén",,"Permetező kapu",,
71042,penned,,verb,boxban,pen|pen,"írásba foglal|karámba zár"
71043,penner,,,Penner,,
71044,pennies,,noun,fillérekért,penny|pee|penny|mite|bean|penny|bawbee,penny|fillér|fitying
71045,pennilessness,,,pennilessness,,
71046,penn'orth,,,penn'orth,,
71047,Pennsylvania,ˌpensəlˈvānyə,,Pennsylvania,,
71048,penny,ˈpenē,noun,penny,pee|mite|bean|bawbee,fillér|fitying
71049,"penny a liner",,noun,"penny egy bélés",penny-a-liner,ponyvaíró
71050,"penny bank",,,"penny bank",,
71051,"penny dreadful",,,"penny rettenetes",,
71052,"penny pincher",,,"penny pincher",,
71053,penny-a-liner,,noun,ponyvaíró,,
71054,pennya-lining,,,pen-bélés,,
71055,penny-ante,,,penny-ante,,
71056,penny-father,,,penny-apa,,
71057,penny-pinch,,,penny-csipet,,
71058,pennypinching,,,pennypinching,,
71059,pennywhistle,,,"penny síp",,
71060,penny-wise,,adjective,kicsinyeskedő,punctilious,
71061,penology,pēˈnäləjē,noun,fogházügy,criminology,kriminológia
71062,pens,,noun,tollak,"pen|plume|pen|pen|corral|fold|pinfold|stock yard|cattle-pen",toll|akol|karám
71063,penscript,,,penscript,,
71064,pensile,,,akasztás,,
71065,pension,"pänsēˈōn,ˈpenSHən",noun,nyugdíj,"pension salary|guesthouse",penzió
71066,"pension off",,verb,nyugdíjaz,superannuate|retire,
71067,"pensionable age",,,nyugdíjkorhatár,,
71068,pensionary,ˈpenSHəˌnerē,noun,nyugdíjas,pensioner,
71069,pensioned,,,nyugdíjazták,,
71070,pensioner,ˈpenSHənər,noun,nyugdíjas,pensionary,
71071,pensioners,ˈpenSHənər,noun,nyugdíjasok,pensioner|pensionary,nyugdíjas
71072,pensively,,,elgondolkozva,,
71073,pensiveness,,,töprengés,,
71074,pent,pent,adjective,elzárt,closed|locked|detained|closed|locked|barred|restrained|detained,bezárt|visszatartott
71075,pentagon,ˈpentəˌgän,noun,Pentagon,,ötszög
71076,pentameter,penˈtamitər,noun,pentameter,,
71077,pentane,ˈpenˌtān,,pentán,,
71078,pentateuch,,noun,"Mózes öt könyve",Pentateuch,
71079,pentrough,,,pentrough,,
71080,pent-up,,adjective,felgyülemlett,accumulated|restrained|unshed,visszafojtott
71081,penult,,,"utolsó előtti",,
71082,penultimate,peˈnəltəmit,adjective,"utolsó előtti","last but one|penult",
71083,penuriously,pəˈn(y)o͝orēəs,adjective,sivár,bleak|dreary|barren|humdrum|drear|penurious|miser|miserly|avaricious|parsimonious|penurious|pokey|miserly|penurious|lenten,fösvény|szegényes
71084,penwoman,,,penwoman,,
71085,peonage,,noun,rabszolgatartás,,
71086,"people in general",,,"emberek általában",,
71087,"people person",,,társaságkedvelő,,
71088,"people pleaser",,,"az emberek örömmel",,
71089,"people power",,,"emberek hatalma",,
71090,peopled,,verb,népesítették,populate|people|live|dwell|reside|people,benépesít|lakik
71091,peoplehood,,,peoplehood,,
71092,peopler,ˈpēpəl,noun,emberek,people|people|folk|popular|nation,nép
71093,peoples,,,népek,,
71094,"people's person",,,"emberek személye",,
71095,peopling,,verb,benépesítésére,populate|people|live|dwell|reside|people,benépesít|lakik
71096,"pep pill",,,"pep pill",,
71097,"pep talk",,,"buzdító beszédet",,
71098,"pep up",,,"dörzsölje fel",,
71099,pepastic,,,pepastic,,
71100,peplum,,,peplum,,
71101,pepper-and-salt,,noun,"fehérpettyes fekete vmi",,
71102,peppercorn,ˈpepərˌkôrn,noun,borsszem,,
71103,"peppercorn rent",,,borsbérlet,,
71104,peppered,,verb,borsos,pepper|pepper,"megborsoz|borssal meghint"
71105,pepperiness,,,pepperiness,,
71106,peppermint,ˈpepərˌmint,noun,borsmenta,,mentacukorka
71107,"peppermint patty",,,"borsmenta patty",,
71108,pepperoni,ˌpepəˈrōnē,noun,pepperoni,,
71109,peptic,ˈpeptik,adjective,gyomorfekély,,"emésztést elősegítő"
71110,"per annum",,,"egy év",,
71111,"per capita",,,"egy főre jutó",,
71112,"per centum",,,száz,,
71113,"per contra",,,"éppen ellenkezőleg",,
71114,"per day",,,napra,,
71115,"per diem",,,diem,,
71116,"per head",,adverb,fejenként,"per capita|apiece",
71117,"per person",,,fejenként,,
71118,"per saltum",,,szakaszosan,,
71119,"per se","pair se",,Gyalog,,
71120,"per unit",,,egységenként,,
71121,peradventure,"ˌper-,ˌpərədˈvenCHər",,Hátha,,
71122,perambulant,,,perambulant,,
71123,perceivable,,,érzékelhető,,
71124,perceivably,,,érezhetően,,
71125,perceived,,adjective,érzékelt,,
71126,perceiver,,,észlelő,,
71127,perceiving,,verb,észlelő,"perceive|perceive|discern|remark|locate|notice|take notice|take a notion|remark|descry|behold|recognize|identify|perceive|distinguish|understand|comprehend|vert|perceive|see|apprehend|realize|comprehend|perceive|understand|grasp|apprehend|sight|behold|spot|perceive|descry|anticipate|sense|perceive|perceive|find out|strike out|perceive|be found out",érzékel|észlel|észrevesz|felismer|megért|felfog|meglát|megérez|meghall|rájön
71128,percent,pərˈsent,adjective,százalék,,százalékos
71129,"percent sign",,,százalékjelet,,
71130,"percentage sign",,,"százalékos jel",,
71131,perceptibility,,noun,észlelhetőség,,
71132,perceptibly,,,érezhetően,,
71133,perceptions,pərˈsepSHən,noun,felfogás,perception|detection|observation|location|pick-up|uptake|perception|sense|comprehension|apprehension|realization|perception|detection|remark|perception|detection|observation|perception|intelligence|grasp|perception|perception,észlelés|érzékelés|észrevétel|megfigyelés|felfogóképesség|észrevevés
71134,perceptively,,,érzékkel,,
71135,percheron,,,Percheron,,
71136,"perching animal",,,"ültető állat",,
71137,percipiency,,,percipiency,,
71138,percipient,pərˈsipēənt,adjective,felfogó,susceptive,észrevevő
71139,"percolate into",,,beolvad,,
71140,"percolate through",,,áthalad,,
71141,percolating,ˈpərkəˌlāt,verb,perkoláló,percolate|infiltrate|percolate,átszivárog|átszűrődik
71142,percolation,,noun,átszűrődés,infiltration|osmosis|filtration|osmose,átszivárgás
71143,percolator,ˈpərkəˌlātər,noun,folyadékszűrő,,"kávéfőző gép"
71144,percuss,pərˈkəs,verb,megkopogtat,,
71145,percussion,pərˈkəSHən,noun,ütés,blow|punch|beat|strike|hit|shock|convulsion|fuze,rázkódás
71146,"percussion cap",,noun,gyutacs,"detonator|fuse|igniter|fuze|cartridge fuse",
71147,"percussion fire",,,"ütős tűz",,
71148,percussionist,,,ütőhangszeres,,
71149,perdurable,,,tartós,,
71150,peregrinator,,,peregrinator,,
71151,"peregrine falcon",,,vándorsólyom,,
71152,peremptorily,,,önkényesen,,
71153,"perennial herb",,,"évelő növény",,
71154,perennially,,,perennially,,
71155,pererrate,,,Barangolás,,
71156,pererration,,,pererration,,
71157,"perfect contentment",,,"tökéletes elégedettség",,
71158,"perfect specimen",,,"tökéletes minta",,
71159,"perfect storm",,,"tökéletes vihar",,
71160,"perfect stranger",,,"tökéletes idegen",,
71161,"perfect type",,,"tökéletes típus",,
71162,perfectability,,,perfectability,,
71163,perfected,,verb,tökéletesítették,"improve|perfect|accomplish|finish|complete|end|terminate|conclude|knock off",tökéletesít|befejez
71164,perfectibility,,,tökéletesedés,,
71165,perfectible,,,tökéletesíthető,,
71166,perfecting,,noun,tökéletesítés,improvement|end|completion|conclusion|termination|accomplishment,befejezés
71167,perfectionism,pərˈfekSHəˌnizəm,,perfekcionizmus,,
71168,perfectionist,pərˈfekSHəˌnist,,maximalista,,
71169,perfective,pərˈfektiv,,befejezett,,
71170,"perfectly done",,,"tökéletesen megtörtént",,
