ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
12820,many,ˈmenē,adjective,sok,several|numerous,számos
12821,map,map,noun,térkép,atlas|plan|blueprint,tervrajz
12822,"map out",,,feltérképez,,
12823,maquillage,,,smink,,
12824,mar,mär,verb,elront,"mess up|spoil|slip up|unmake|tamper",
12825,marathon,ˈmarəˌTHän,noun,marathon,,"marathóni futás|nagy teljesítmény"
12826,maraud,məˈrôd,verb,fosztogat,foray|loot|pillage|raven,portyázik
12827,marble,ˈmärbəl,adjective,üveggolyó,marmoreal,márvány-
12828,marbled,ˈmärbəld,adjective,márványozott,,
12829,marbles,,noun,golyók,bowls,golyózás|herék
12830,march,märCH,noun,március,marching|course|movement|rally|cruise|comb|starter,menetelés|menet|induló
12831,"march with",,,menetel,,
12832,"mare's nest",,phrase,"kanca fészke",,vaklárma
12833,margin,ˈmärjən,noun,margó,border|hem|selvedge|ledge|verge|wind|edge|border|hem|flatus|price|flood|cost|awl|bodkin,"szegély|szél|ár|árfolyam különbözet|térképszegély"
12834,marginal,ˈmärjənl,adjective,marginális,irrelevant|inessential|unessential|immaterial|irrelative,lapszéli|lényegtelen
12835,marginally,ˈmärjənəlē,,marginálisan,,
12836,marine,məˈrēn,adjective,tengeri,maritime|nautical|naval|maritime|nautical|naval,tengerészeti
12837,mariner,ˈmarənər,noun,tengerész,sailor|seaman|marine|seafarer|navigator,
12838,marital,ˈmaritl,adjective,házassági,matrimonial|connubial|hymeneal|conjugal,házastársi
12839,maritime,ˈmariˌtīm,adjective,tengeri,marine|nautical|naval|marine|nautical|naval|seaside|seaboard|coastwise,tengerészeti|tengerparti|tengermelléki
12840,mark,märk,noun,Mark,"signal|sign|token|label|omen|denotation|marker|tally|ticket|sign|wake|trace|clue|trail|track|target|objective|viewing point|bourn|bourne|target|butt|cock-shot|goal|target|aim|destination|purpose|orientation|bearing",jel|megjelölés|jegy|osztályzat|nyom|célpont|céltábla|cél|tájékozódás
12841,"mark down",,verb,lepontoz,,"leszállít árat"
12842,"mark off",,verb,kimér,"weigh out|measure|designate|appoint|assign|mark out|lay out|delimit|terminate",kijelöl|elhatárol
12843,marked,märkt,adjective,megjelölt,specified|tagged|conspicuous|flashy|bold|garish|flash,feltűnő
12844,marker,ˈmärkər,noun,jelző,"attributive|indication|signal|sign|marking|insignia|bookmark|mark|denotation|tally|recorder|pennant|signal flag|flag alarm|fix|marker beacon","jelzés|könyvjelző|jelzőtábla|megjelölés|feljegyző|jelzőzászló|jelzőrúd|vonatkozási pont|marker adó|kitűzés|hely-jeladó"
12845,market,ˈmärkit,noun,piac,fair,vásár
12846,marketable,ˈmärkitəbəl,adjective,piacképes,,
12847,marketplace,ˈmärkətˌplās,noun,piactér,agora,vásártér
12848,marksman,ˈmärksmən,noun,mesterlövész,"sharpshooter|dead shot|expert marksman","kiváló lövész"
12849,maroon,məˈro͞on,noun,gesztenyebarna,,
12850,marriage,ˈmarij,noun,házasság,"wedlock|matrimony|getting married",házasodás
12851,married,ˈmarēd,adjective,házas,wedded|wedded,nős|férjezett
12852,marry,ˈmarē,verb,"feleségül vesz",,"megházasodik|összeesket|férjhez megy valakihez|házasít"
12853,marsh,märSH,noun,mocsár,"bog|fen|moorland|mire|morass|morass|marshy ground","láp|mocsaras terep"
12854,marshal,ˈmärSHəl,noun,marsall,"field marshal|line","tábornagy|felsorakozik|sorakoztat|sorba állít|feláll"
12855,marshaling,,verb,elrendezésében,"arrange|order|pigeonhole|dispose|settle|tidy up",elrendez
12856,marshall,,,marshall,,
12857,marshalling,,noun,rendező,concentration|concentration|focusing|focussing|stage,"gyülekezés berakodáshoz|összevonás|összpontosítás"
12858,marshland,ˈmärSHˌland,noun,"mocsaras terület",,
12859,martial,ˈmärSHəl,adjective,harcias,warlike|bellicose|militant|combative|pugnacious|military|GI|military|wartime|soldierlike,katonai|hadi|katonás
12860,marvel,ˈmärvəl,noun,csoda,miracle|wonder|prodigy|miracle,"csodálatos dolog"
12861,marveling,,verb,csodálva,"marvel|admire at|marvel","álmélkodik|csodálkozik vmin"
12862,marvelling,,verb,csodálva,"marvel|admire at|marvel","álmélkodik|csodálkozik vmin"
12863,marvellous,ˈmärv(ə)ləs,adjective,csodálatos,wonderful|marvelous|miraculous|wondrous|admirable|portentous|amazing|marvelous|prodigious|surprising,bámulatos
12864,marvelous,ˈmärv(ə)ləs,adjective,csodálatos,wonderful|miraculous|wondrous|admirable|portentous|amazing|prodigious|surprising|marvellous,bámulatos
12865,mascot,"-kət,ˈmasˌkät",noun,kabala,cabala|kabbalah|cabbala|talisman,talizmán
12866,masculine,ˈmaskyələn,adjective,férfias,manly|virile|mannish|manlike,hímnemű
12867,masculinity,ˌmaskyəˈlinitē,noun,férfiasság,manhood|manliness|virility,
12868,mash,maSH,noun,pép,pulp|pap|mush|squash|mix|mixture|blend|compound|admixture,keverék
12869,masher,ˈmaSHər,noun,pépes,,
12870,mask,mask,noun,maszk,"gas mask|camouflage|masking|camouflage|masking|screen|screening|shielding",álarc|pakolás|gázálarc|álca|rejtés|álcázás
12871,masquerade,ˌmaskəˈrād,noun,"álarcos mulatság",disguise,álöltözet
12872,"masquerade as",,,"masquerade as",,
12873,mass,mas,noun,tömeg,crowd|throng|bulk|mob|multitude|pile|heap|batch|clump|hillock,mise|halom
12874,massacre,ˈmasikər,noun,mészárlás,slaughter|carnage|bloodshed,vérfürdő
12875,massage,"-ˈsäj,məˈsäZH",noun,masszázs,,masszírozás
12876,massive,ˈmasiv,adjective,tömeges,large|high|big|great|huge|serious|heavy|weighty|onerous|ponderous|strong|intense|potent|sturdy|powerful,nagy|súlyos|erős|tömeg-
12877,massively,,,masszívan,,
12878,massiveness,,noun,tömörség,density|brevity|conciseness|consistency|succinctness|seriousness,súlyosság
12879,mass-market,,,"tömeges piacra",,
12880,mass-produced,,verb,"tömegesen előállított",mass-produce,"szériában gyárt"
12881,master,ˈmastər,adjective,fő-,main|grand|arch,
12882,"master plan",,noun,"mester terv",,"mesteri terv"
12883,masterful,ˈmastərfəl,adjective,mesteri,masterly|overbearing|domineering|bossy,hatalmaskodó
12884,masterfully,,,mesterien,,
12885,masterfulness,,,masterfulness,,
12886,masterly,ˈmastərlē,adjective,mesteri,masterful|excellent|great|distinguished|brilliant|noted|clever|skillful|skilful|deft|good,kiváló|ügyes
12887,mastermind,ˈmastərˌmīnd,verb,kiagyal,"concoct|cook up|contrive|control|direct|manage|guide|steer",irányít
12888,masterpiece,ˈmastərˌpēs,noun,mestermű,chef-d'oeuvre|chef-d'oeuvre,remekmű
12889,mastership,,noun,hatalom,power|authority|might|empire|potency,
12890,masterwork,ˈmastərˌwərk,noun,mestermunka,,
12891,mastery,ˈmast(ə)rē,noun,uralom,rule|domination|regime|dominion|reign|excellence|eminence|prominence|ace|personage|reign|rule|domination|dominance|governance,kiválóság|uralkodás
12892,masticate,ˈmastiˌkāt,verb,rág,gnaw|chew|grind|mill|granulate,pépesít|darál
12893,mastodon,ˈmastəˌdän,noun,masztodon,,
12894,mat,mat,noun,lábtörlő,"matt|door mat|matt",gyékényszőnyeg
12895,match,maCH,noun,mérkőzés,"game|matches|safety match|wick|fuse|candle wick|fuze|slow-match","meccs|gyufa|párja|kanóc|méltó ellenfél"
12896,matching,ˈmaCHiNG,adjective,megfelelő,,összeillő|passzoló
12897,matchless,ˈmaCHləs,adjective,páratlan,unique|unmatched|odd|uneven|impaired|unique|single|singular|alone|unmatched,egyedülálló
12898,matchup,ˈmaCHəp,,"egyeznek meg",,
12899,mate,māt,noun,társ,partner|fellow|companion|associate|adjunct|pal|buddy|chum,"cimbora|tiszthelyettes hadihajón"
12900,material,məˈti(ə)rēəl,noun,anyag,substance|matter|fabric|stuff|theme,
12901,materialist,,adjective,materialista,materialistic,
12902,materiality,məˌti(ə)rēˈalitē,noun,anyagiasság,,
12903,materialization,,noun,megtestesítés,personification|embodiment,
12904,materialize,məˈti(ə)rēəˌlīz,verb,megvalósul,"be realized|come true|realize|achieve|effect|effectuate|accomplish",megvalósít
12905,materiel,məˌti(ə)rēˈel,,felszerelések,,
12906,maternal,məˈtərnl,adjective,anyai,motherly,anya-
12907,maternity,məˈtərnətē,noun,anyaság,motherhood|parenthood,
12908,math,maTH,,matematikai,,
12909,mathematical,ˌmaTH(ə)ˈmatikəl,adjective,matematikai,arithmetical,számtani
12910,mathematics,maTH(ə)ˈmatiks,noun,matematika,,
12911,mating,ˈmātiNG,noun,párosodás,copulation|intercourse|coupling|copulation|coition,közösülés
12912,matriarch,ˈmātrēˌärk,noun,matriarka,,"családfő anya"
12913,matriculate,məˈtrikyəˌlāt,verb,beiratkozik,enlist,"hallgatót felvesz"
12914,matrimonial,ˌmatrəˈmōnēəl,adjective,házassági,marital|connubial|hymeneal|conjugal,hitvesi
12915,matrimony,ˈmatrəˌmōnē,noun,házasság,marriage|wedlock,
12916,matron,ˈmātrən,noun,családanya,mother,házvezető
12917,matt,,adjective,matt,lack-luster|pallid|paly|livid|sallow,fakó
12918,matte,mat,,matt,,
12919,matter,ˈmatər,noun,ügy,material|substance|fabric|stuff|theme|business|case|affair|thing|shebang|thing|stuff|object|work|chose,anyag|dolog
12920,matter-of-fact,,adjective,tárgyilagos,impartial,
12921,maturation,ˌmaCHəˈrāSHən,noun,érés,,megérés|megérlelés
12922,mature,"-ˈt(y)o͝or,məˈCHo͝or",adjective,érett,ripe|mellow|mure|expired|overdue|due,lejárt|esedékes
12923,matured,,verb,érett,"mature|mellow|grow ripe|mellow|ripen|mature|incubate|mature",megérik|érlel|kiforr
12924,maturing,,adjective,lejáró,,érő
12925,maturity,"məˈCHo͝oritē,məˈt(y)o͝or-",noun,érettség,ripeness|mellowness|matureness|matureness,esedékesség
12926,maudlin,ˈmôdlin,adjective,érzelgős,sentimental|lachrymose|sentimental,szentimentális
12927,maul,môl,verb,marcangol,"beat up",összever
12928,mau-mau,,,akarja,,
12929,maunder,ˈmôndər,verb,kószál,"hang around|ramble|rove|roam|stroll|wander|straggle|loiter|bump round|loaf|talk|blab|gab|jangle|dote",csatangol|fecseg
12930,maunderer,,,maunderer,,
12931,maundering,,verb,maundering,"hang around|ramble|rove|roam|stroll|maunder|wander|straggle|loiter|bump round|loaf|maunder|talk|blab|gab|jangle|dote|jabber",kószál|csatangol|fecseg
12932,maven,ˈmāvən,,maven,,
12933,maverick,ˈmav(ə)rik,adjective,független,independent|irrespective|sovereign|unattached|uncontrolled|non-party|non-partisan,"párton kívüli"
12934,mavin,,,"Ennél a kialakításnál",,
12935,mawkish,ˈmôkiSH,adjective,édeskés,sweetish|sugary|fulsome|tasteless|insipid|flavorless|flavourless|milk-and-water|sickening|nauseous,ízetlen|émelyítő
12936,mawkishness,,,mawkishness,,
12937,max,maks,,max,,
12938,maxim,ˈmaksim,noun,alapelv,principle|aphorism|gnome,aforizma
12939,maximum,ˈmaksəməm,adjective,maximális,maximal|state-of-the-art,"maximum|lehető legnagyobb|csúcs-"
12940,maybe,ˈmābē,adverb,talán,perhaps|probably|belike|so-so|possibly|perhaps,esetleg|lehetséges
12941,mayhap,ˈmāˌhap,,mayhap,,
12942,mazard,mazaard,,Mjhard,,
12943,maze,māz,noun,labirintus,labyrinth|meanders|labyrinth|confusion|mess|chaos|clutter|turbulence,útvesztő|zűrzavar
12944,mazzard,,,mazzard,,
12945,mc,,,mc,,
12946,meager,ˈmēgər,adjective,csekély,slight|trifling|paltry|petty|meagre|thin|lean|skinny|gaunt|wispy|thin|lean|scraggy|peaky|meagre,sovány|vézna
12947,meagre,ˈmēgər,adjective,csekély,slight|meager|trifling|paltry|petty|thin|lean|skinny|meager|gaunt|wispy|thin|lean|scraggy|meager|peaky,sovány|vézna
12948,meal,mēl,noun,étkezés,"repast|food|eat|nourishment|fare|nutriment|flour|farina|whole wheat","étel|liszt|korpa táplálék"
12949,mealy,ˈmēlē,adjective,lisztes,floury|farinose,
12950,mealymouthed,,adjective,mealymouthed,candied|wheedling|mellifluous|mealy-mouthed|prissy|mealy-mouthed|mincing|genteel|niminy-piminy,mézesmázos|finomkodó
12951,mean,mēn,adjective,átlagos,average|medium|ordinary|common|run-of-the-mill|medium|moderate|average|mediocre|middling|worthless|vile|trashy|dastardly|naught|simple|easy|plain|primitive|modest,közepes|hitvány|egyszerű
12952,meander,mēˈandər,verb,kanyarog,ribbon|roam|divagate,kóborol
12953,meandering,mēˈandəriNG,verb,kanyargó,meander|ribbon|roam|meander|divagate,kanyarog|kóborol
12954,meanie,ˈmēnē,,meanie,,
12955,meaning,ˈmēniNG,noun,jelentés,report|significance|application|import|dispatch|intellect|reason|intelligence|mind|comprehension,értelem
12956,meaningful,ˈmēniNGfəl,adjective,jelentőségteljes,telling,sokatmondó
12957,meaningless,ˈmēniNGlis,adjective,értelmetlen,pointless|mindless|unintelligible|unreasoned|unmeaning|windy|non-committal|aimless|purposeless|objectless|otiose,semmitmondó|céltalan
12958,meanly,,adverb,közepesen,middling|so-so,
12959,meanness,ˈmēnˈnis,noun,hitványság,baseness|mediocrity,közepesség
12960,meany,,,Meany,,
12961,measly,ˈmēzlē,adjective,vacak,lousy|ratty|trashy|shoddy|potty,kanyarós
12962,measure,ˈmeZHər,noun,intézkedés,dispatch|despatch|ordination|purview|dispose|extent|measurement|scale|quantity|cadence|size|measurement|extent|magnitude|degree|rate|grade|extent|cape,mérték|méret|fok|rendszabály
12963,"measure up to",,,"mérje fel",,
12964,measured,ˈmeZHərd,adjective,mért,,megmért
12965,measureless,ˈmeZHərlis,adjective,határtalan,infinite|borderless|limitless|spaceless|termless,
12966,measurement,ˈmeZHərmənt,noun,mérés,weighing|metering|mensuration|meterage|size|measure|extent|magnitude|extent|measure|scale|quantity|cadence,méret|mérték
12967,meat,mēt,noun,hús,flesh|steak|essence|essential|substance|nature|gist,lényeg
12968,"meat and potatoes",,,"hús és burgonya",,
12969,meat-and-potatoes,,,"hús- és burgonya",,
12970,meathead,ˈmētˌhed,,meathead,,
12971,mecca,,,Mekkája,,
12972,mechanic,məˈkanik,noun,szerelő,"grease monkey|fitter|engineer|engine driver|machinist|operator|mechanist|adjuster",gépész|műszerész
12973,mechanical,məˈkanikəl,adjective,mechanikai,mechanic|mechanic|mechanic,mechanikus|gépi|gépies
12974,mechanics,məˈkaniks,noun,mechanika,,géptan
12975,mechanization,,noun,gépesítés,,elgépiesítés
12976,medal,ˈmedl,noun,érem,coin|honor|award|decoration|honour,kitüntetés
12977,medallion,məˈdalyən,noun,medalion,locket,"emlékérem|kerek dombormű"
12978,meddle,ˈmedl,verb,babrál,"putter|niggle|twiddle|monkey with|mix in|involve|encroach|intermeddle|horn in",beleavatkozik
12979,meddler,,noun,tolakodó,intruder|hustler,
12980,meddlesome,ˈmedlsəm,adjective,tolakodó,intrusive|obtrusive|indiscreet|assertive|obtrusive,"minden lében kanál|alkalmatlankodó"
12981,meddling,,verb,beavatkozást,"putter|meddle|niggle|twiddle|monkey with|meddle|mix in|involve|encroach|intermeddle|horn in",babrál|beleavatkozik
12982,mediaeval,,adjective,középkori,medieval,
12983,medial,ˈmēdēəl,adjective,középső,middle|median|mid|intermediate|mesial,"átlagos nagyságú"
12984,median,ˈmēdēən,adjective,középső,middle|mid|intermediate|medial|mesial|middle|central,közép-
12985,mediate,,verb,közvetít,"broadcast|convey|relay|televise|go between|intercede|plead a cause",közbenjár
12986,mediator,ˈmēdēˌātər,noun,közvetítő,intermediary|middleman|intermediate|broadcaster|negotiator|intercessor|go-between,közbenjáró
12987,medic,ˈmedik,noun,medikus,"aid man|medical corpsman","egészségügyi katona|orvostanhallgató"
12988,medicament,"məˈdikəmənt,ˈmedikəˌment",noun,gyógyszer,drug|medication|remedy|pill|medicine|remedy|mixture,orvosság
12989,medication,ˌmedəˈkāSHən,noun,gyógyszer,drug|medicament|remedy|pill|treatment|therapeutics,gyógykezelés
12990,medicinal,məˈdisənl,adjective,gyógyhatású,curative|healing|remedial|medicative|vulnerary|sanatory,gyógyító
12991,medicine,ˈmedisən,noun,gyógyszer,physic|remedy|medicament|mixture,orvostudomány|orvosság
12992,medico,,,orvos,,
12993,medieval,"ˌmed(ē)ˈēvəl,ˌmid-,ˌmēd-",adjective,középkori,mediaeval,
12994,mediocre,ˌmēdēˈōkər,adjective,középszerű,middling|indifferent|medium|moderate|average|mean|middling,közepes
12995,meditate,ˈmedəˌtāt,verb,elmélkedik,philosophize|moral|plan|design|intend|engineer|project,tervez|szándékol
12996,meditation,ˌmedəˈtāSHən,noun,elmélkedés,contemplation|cogitation|contemplation|recollection,merengés
12997,meditative,ˈmedəˌtātiv,adjective,elmélkedő,contemplative|contemplative,merengő
12998,medium,ˈmēdēəm,adjective,közepes,moderate|average|mediocre|mean|middling|average|mean|ordinary|common|run-of-the-mill,"átlagos|közepesen átsütött"
12999,medley,ˈmedlē,noun,egyveleg,miscellany|farrago|pot-pourri|mix|mixture|blend|compound|admixture,keverék
13000,meek,mēk,adjective,szelíd,tame|bland|quiet|placid|lenient|modest|humble|lowly|unobtrusive|unassertive,szerény|szende
13001,meekly,,,szelíden,,
13002,meekness,ˈmēknis,noun,szelídség,mildness|leniency|lenience|longanimity|surrender|humility,béketűrés|megadás
13003,meet,mēt,verb,találkozik,"come across|encounter|recognize|cognize|ken","összeül|megismer|megismerkedik vkivel|összejárnak"
13004,meeting,ˈmētiNG,noun,találkozó,encounter|rally|assembly|function,találkozás|gyűlés
13005,meetly,,,meetly,,
13006,mega,ˈmegə,,mega,,
13007,megabucks,,,megabucks,,
13008,megacity,ˈmegəsiti,,megacity,,
13009,megahit,,,megahit,,
13010,megalopolis,ˌmegəˈläpələs,noun,mamutváros,,
13011,megastar,ˈmegəˌstär,,Megasztár,,
13012,megrim,ˈmēgrim,noun,migrén,migraine,
13013,meister,,,Meister,,
13014,melancholic,,adjective,mélabús,moody,búskomor
13015,melancholy,ˈmelənˌkälē,noun,melankólia,melancholia|mumps|melancholia,búskomorság
13016,melange,,noun,keveredés,mix|mixture|blend|compound|admixture|amalgamation|promiscuity|mix-up,keverék
13017,meld,,,regisztráljon,,
13018,melee,"māˈlā,ˈmāˌlā",noun,verekedés,tussle|fray|mix-in|skirmish|knockabout|affray|confusion|mess|chaos|clutter|turbulence,csetepaté|zűrzavar
13019,meliorate,,verb,megjavít,repair|improve,
13020,mellifluent,,adjective,mézédes,mellifluous,
13021,mellifluous,məˈliflo͞oəs,adjective,mézédes,mellifluent|candied|wheedling|mealy-mouthed,mézesmázos
13022,mellow,ˈmelō,adjective,érett,ripe|mature|mure|plump|fruity|rich|exuberant|affluent,telt|dús
13023,"mellow out",,,kiürült,,
13024,melodic,məˈlädik,adjective,dallamos,melodious|tuneful|tunable|euphonious|tuny|tuneful,melodikus
13025,melodious,məˈlōdēəs,adjective,dallamos,melodic|tuneful|tunable|euphonious|tuny,
13026,melodist,ˈmelədist,noun,dalszerző,,
13027,melodramatic,ˌmelədrəˈmatik,adjective,melodrámai,,
13028,melody,ˈmelədē,noun,dallam,tune|song|lay|descant,dal|melódia|nóta
13029,melt,melt,verb,olvad,"melt away|merge",elolvad|olvaszt|összeolvad|elérzékenyül
13030,"melt down",,verb,szétfolyik,"assimilate|smelt down|nationalize",beolvaszt
13031,member,ˈmembər,noun,tag,organ|body,szerv
13032,memento,məˈmenˌtō,noun,emlékeztető,reminder|memorandum|commemoration,megemlékezés
13033,memo,ˈmemō,noun,Memo,recording|record|memorandum|minute,feljegyzés
13034,memoir,"-ˌwôr,ˈmemˌwär",noun,emlékirat,aide-memoire|memorial,
13035,memorable,ˈmem(ə)rəbəl,adjective,emlékezetes,notable|noteworthy|remarkable|outstanding|renowned,nevezetes
13036,memorandum,ˌmeməˈrandəm,noun,memorandum,recording|record|memo|minute|reminder|memento|report|meaning|significance|application|import,feljegyzés|emlékeztető|jelentés
13037,memorial,məˈmôrēəl,noun,emlékmű,monument|memoir|aide-memoire,emlékirat
13038,"memorial park",,,emlékpark,,
13039,memorialize,məˈmôrēəˌlīz,verb,"emlékezetbe idéz",,"megünnepli vminek az emlékét"
13040,memorializing,məˈmôrēəˌlīz,verb,memorializing,memorialize|memorialize,"emlékezetbe idéz|megünnepli vminek az emlékét"
13041,memorize,ˈmeməˌrīz,verb,memorizál,con|imprint,"betanul|emlékezetbe vés"
13042,memory,ˈmem(ə)rē,noun,memória,remembrance|remembrance|relic|recollection|reminiscence|vestige,emlékezet|emlék|emlékezőtehetség
13043,menace,ˈmenəs,noun,fenyegetés,threat|intimidation|hazard|danger|jeopardy|distress|peril,veszély
13044,menacing,ˈmenəsiNG,verb,fenyegető,threaten|menace|overhang|endanger|risk|hazard|adventure|imperil|jeopardize,fenyeget|veszélyeztet
13045,menage,,,háztartás,,
13046,menagerie,"-ˈnaZH-,məˈnajərē",noun,állatsereglet,,
13047,mend,mend,verb,javít,"repair|correct|fix|beef up|optimize|patch|tinker|solder",megfoltoz
13048,mendacious,menˈdāSHəs,adjective,hazug,lying|untruthful|two-tongued,hazudozó
13049,mendaciousness,,,mendaciousness,,
13050,mendacity,menˈdasitē,noun,hazudozás,lie|falsehood|untruth,hazugság
13051,mendicant,ˈmendikənt,adjective,kolduló,,kéregető
13052,mending,ˈmendiNG,noun,javítás,correction|refit|readjustment|refitment|mend,kijavítás
13053,menial,ˈmēnēəl,adjective,alantas,base|inferior|subordinate|small-minded|servile|slavish|sneaky|sequacious,szolgai|cselédi
13054,menstruation,"menˈstrā-,ˌmenstro͞oˈāSHən",noun,menstruáció,"flowers|menses|periods|monthly|monthly courses","havi vérzés"
13055,mental,ˈmentl,adjective,szellemi,intellectual|spiritual|noetic|non-manual|intellectual,elmebeli|észbeli
13056,mentality,menˈtalitē,noun,mentalitás,,"gondolkodásmód|lelki alkat"
13057,mention,ˈmenCHən,noun,említés,reference|hint|cross-reference,utalás
13058,mentionable,,,Említésre,,
13059,mentor,"-tər,ˈmenˌtôr",noun,tanácsadó,"counselor|adviser|aide|teacher|preceptor|grade school teacher|dominie|school-teacher|conductor|leader|guide|leading|lead|governing|leader|governor|guide",tanító|vezető|irányító|útmutató
13060,menu,ˈmenyo͞o,noun,menü,carte|regimen|course,étlap|étrend
13061,mercenariness,,,mercenariness,,
13062,mercenary,ˈmərsəˌnerē,adjective,zsoldos,"purchasable|for disposal",megvásárolható
13063,merchandise,,noun,áru,product|cargo|item|ware,portéka
13064,merchandiser,,,kereskedő,,
13065,merchandize,,noun,áru,product|merchandise|cargo|item|ware|merchandise,portéka
13066,merchant,ˈmərCHənt,noun,kereskedő,trader|dealer|vendor|salesman|tradesman,
13067,merchantable,ˈmərCHəntəbəl,adjective,forgalomképes,"salable|on offer|saleable",eladó
13068,mercifulness,,noun,könyörület,pity|graciousness,
13069,merciless,ˈmərsiləs,adjective,könyörtelen,ruthless|relentless|cruel|pitiless|remorseless|cruel|brutal|ferocious|savage|atrocious|pitiless|remorseless,kegyetlen|irgalmatlan
13070,mercurial,mərˌkyo͝orēəl,adjective,fürge,nimble|agile|brisk|quick|deft|mobile|motile|movable|go-ahead|lively|vivid|vigorous|brisk|animated,mozgékony|élénk
13071,mercy,ˈmərsē,noun,kegyelem,grace|amnesty|clemency|lenity|graciousness|clemency|grace,irgalom|kegy
13072,mere,mi(ə)r,adjective,puszta,desert|bare|waste|only|sole,merő|egyedüli
13073,merely,ˈmi(ə)rlē,adverb,csupán,only|but|only|but,csak|pusztán
13074,merge,mərj,verb,összeolvad,"melt|submerge|immerse|go under|dive","beolvad|elmerül|egybevon|beolvaszt vállalatot"
13075,merger,ˈmərjər,noun,egyesülés,,"fúzió|egyesülés vállalatoké"
13076,merging,,verb,egyesülő,"melt|merge|merge|submerge|immerse|merge|go under|dive|merge|merge","összeolvad|beolvad|elmerül|egybevon|beolvaszt vállalatot"
13077,meridian,məˈridēən,noun,délkör,South|south|noon|midday|noonday,dél
13078,merit,ˈmerit,noun,érdem,merits|worth|excellence,
13079,merited,,verb,kiérdemelte,deserve|merit|earn,megérdemel
13080,meritorious,ˈmeriˌtôrēəs,adjective,érdemes,worth|worthy|deserving|rewarding|well-meaning,"jó szándékú"
13081,merrily,ˈmerəlē,adverb,vígan,,
13082,merriment,ˈmerēmənt,noun,vidámság,cheerfulness|gaiety|glee|frolic|hilarity|fun|revel|revelry|gaudy|glee|revelry,mulatság|vígság
13083,merriness,,,jókedv,,
13084,merry,ˈmerē,adjective,vidám,cheerful|hilarious|joyful|playful|jolly|jocular|joky|gay|joyful|gleeful|chirpy|debonair,víg|jókedvű
13085,merry-go-round,,noun,körhinta,carousel|carrousel|turnabout|roundabout|carousel|carrousel|turnabout|carousal,ringlispíl
13086,merrymaker,,,merrymaker,,
13087,merrymaking,ˈmerēˌmākiNG,noun,mulatozás,merry-making|dazzle|jollification|razzle,
13088,mesa,ˈmāsə,,mesa,,
13089,mesh,meSH,noun,háló,net|web|lattice|eye|ocular|optic|peeper,szem
13090,meshuga,məˈSHo͝ogə,,meshuga,,
13091,meshugah,məˈSHo͝ogə,,meshugah,,
13092,meshuggah,,,Meshuggah,,
13093,meshugge,,,meshugge,,
13094,mesmerism,ˈmezməˌrizəm,noun,hipnózis,hypnosis,delejesség
13095,mesmerize,ˈmezməˌrīz,verb,hipnotizál,hypnotize,delejez
13096,mesomorphic,,,mezomorf,,
13097,mess,mes,noun,rendetlenség,"disorder|disarray|untidiness|muss|litter|confusion|chaos|clutter|turbulence|tumult|turmoil|upheaval|confusion|tumult|clutter|canteen|mess hall|mess room|lunchroom|dining room|mess hall|forage|fodder|stover|provender",zűrzavar|felfordulás|étkezde|ebédlő|takarmány
13098,"mess around",,verb,kápráztasson,,"hetyeg nővel"
13099,"mess up",,verb,összezavar,"mess|mix up|disarrange|mess about|disarray|spoil|slip up|unmake|tamper|impair",elront
13100,"mess with",,,rendetlenség,,
13101,message,ˈmesij,noun,üzenet,"communication|notice|intimation|announcement|statement|communique|notice|communication|advice|aviso|telephone message",közlés|közlemény|értesítés|távmondat
13102,messed,,verb,elrontotta,"mess|mess up|mix up|disarrange|mess about|disarray|stain|mess|smear|dirty|smudge|sully|mess|eat|dine|mess",összezavar|bepiszkít|összemaszatol|étkezik
13103,messenger,ˈmesənjər,noun,hírnök,"herald|missive|forerunner|ambassador|pursuivant|courier|dispatch-rider|courier|runner|errand boy|peon|orderly",hírvivő|futár|küldönc|összekötő
13104,messiness,,,bepiszkolódás,,
13105,messy,ˈmesē,adjective,rendetlen,untidy|disorderly|deranged|tumultuous|slipshod|dirty|grubby|sordid|mucky|greasy|filthy|sordid|grimy|squalid|unsettled|undisposed|incoordinate|higgledy-piggledy,piszkos|mocskos|rendezetlen
13106,metamorphose,"-ˌfōs,ˌmetəˈmôrˌfōz",verb,átalakít,convert|transform|modify|remodel|transmute|transmute|transfigure|transform,átváltoztat
13107,metamorphosis,ˌmetəˈmôrfəsəs,noun,metamorfózis,alteration,átalakulás|alakváltozás
13108,metaphor,"-fər,ˈmetəˌfôr",noun,metafora,simile|trope,hasonlat|szókép
13109,metaphoric,,,metaforikus,,
13110,metaphorical,ˌmetəˈfôrikəl,adjective,képletes,emblematic|allegoric,"átvitt értelmű"
13111,metaphysical,ˌmetəˈfizikəl,adjective,metafizikai,miraculous,természetfeletti
13112,"mete out",,,mete,,
13113,meter,ˈmētər,noun,méter,metre|beat|rhythm|tempo|tact|lilt|metre|metre|versification|scansion,mérőóra|mérőeszköz|ütem|versmérték
13114,method,ˈmeTHəd,noun,eljárás,proceedings|process|mode|behavior|behaviour|technique|system|mode|manner|pattern,módszer
13115,methodic,,,metodikai,,
13116,methodical,məˈTHädikəl,adjective,módszeres,systematic|systematic|systematical|systematic|systematical,rendszeres|szisztematikus
13117,methodology,ˌmeTHəˈdäləjē,noun,módszertan,,metodika
13118,meticulosity,,,aprólékosság,,
